Andorra,77265,17.1254772536077
Montenegro,628062,15.5062716738156
Czechia,10708982,15.2279460363273
San Marino,33938,14.9272202251164
Slovenia,2078932,11.5584348117206
Luxembourg,625976,10.7360346083556
Bahrain,1701583,10.3981997939566
Serbia,6804596,10.1336949320724
United States,331002647,9.77242033958719
Israel,8655541,9.68721654718059
Sweden,10099270,9.64034034143062
Estonia,1326539,9.19829722307448
Lithuania,2722291,9.0831215325621
Netherlands,17134873,8.88814874787808
Belgium,11589616,8.54410534395618
Panama,4314768,8.44949253354989
France,68147687,8.33166208561121
Portugal,10196707,8.20356022782649
Croatia,4105268,8.09162763551612
Hungary,9660350,8.06749237864052
Georgia,3989175,7.77880138123798
Lebanon,6825442,7.71492893793545
Liechtenstein,38137,7.67233919815402
Switzerland,8654618,7.62568607880787
Spain,46754783,7.53736147165949
Cyprus,875899,7.44754817621666
Poland,37846605,7.37752303013705
North Macedonia,2083380,7.3134521786712
Armenia,2963234,7.29149301067685
Qatar,2881060,7.13806723914115
Slovakia,5459643,7.00065920061074
Jordan,10203140,6.97209878527591
European Union,444919060,6.9161375104946
Brazil,212559409,6.89643007052207
Austria,9006400,6.87144697104281
Malta,441539,6.86054912476588
Italy,60461828,6.65321101439407
Argentina,45195777,6.58770176691508
United Kingdom,67886004,6.52895403889143
Kuwait,4270563,6.41580512920662
North America,592072204,6.33866726835905
Latvia,1886202,6.28554099719966
Chile,19116209,6.26821458166732
Monaco,39244,6.25318520028539
Moldova,4033963,6.21812842606638
Bosnia and Herzegovina,3280815,6.04913718085293
Europe,748680069,5.99234303911996
Seychelles,98340,5.9721374822046
Bulgaria,6948445,5.81971937606184
Palestine,5101416,5.81136688323399
South America,430759772,5.77542695885724
Uruguay,3473727,5.71225084757668
Colombia,50882884,5.62020816272914
Maldives,540542,5.51946009745774
Romania,19237682,5.4854061939479
Peru,32971846,5.4575197275882
Kosovo,1932774,5.36213752875401
United Arab Emirates,9890400,5.26000970638195
Ireland,4937796,5.04010291231148
Costa Rica,5094114,4.92707858520638
Ukraine,43733759,4.85682010549333
Turkey,84339067,4.73963744464946
Albania,2877800,4.55504204600737
Denmark,5792203,4.33771053949594
Cape Verde,555988,4.295416447837
Germany,83783945,4.06446008241794
Paraguay,7132530,3.91273503230971
Belarus,9449321,3.79644209356418
Oman,5106622,3.78436077704596
Vatican,809,3.33745364647713
Greece,10423056,3.3102863497999
Russia,145934460,3.25540314467193
Canada,37742157,3.25462850467185
Belize,397621,3.18594842827718
Azerbaijan,10139175,3.14728762448621
Iran,83992953,2.97534127654733
South Africa,59308690,2.66606799104819
Bahamas,393248,2.65811904955651
Iraq,40222503,2.64826631997516
Tunisia,11818618,2.61552577467179
Bolivia,11673029,2.60199816174534
Libya,6871287,2.58332973138802
Saint Lucia,183629,2.4789112830762
Dominican Republic,10847904,2.45725810257908
Ecuador,17643060,2.16437511406751
Honduras,9904608,2.14377994565762
Norway,5421242,2.08383982858541
Kazakhstan,18776707,2.00002588313276
Botswana,2351625,1.99581140700579
World,7794798729,1.93174581198349
Namibia,2540916,1.90289643577356
Iceland,341250,1.89655677655678
Mexico,128932753,1.81858755470769
Suriname,586634,1.76651881752507
Guyana,786559,1.68874807865653
Saint Vincent and the Grenadines,110947,1.68008148034647
Eswatini,1160164,1.5909819646188
Finland,5540718,1.56672835542253
Jamaica,2961161,1.53919357981548
Kyrgyzstan,6524191,1.46033431577953
India,1380004385,1.38876145672537
Morocco,36910558,1.38510233305061
Barbados,287371,1.34147147763692
Guatemala,17915567,1.27079985802291
Malaysia,32365998,1.26278509935025
Antigua and Barbuda,97928,1.25806715137652
Saudi Arabia,34813867,1.19884125483676
Mongolia,3278292,1.13733004869609
Djibouti,988002,1.1234795071265
Nepal,29136808,1.10920523620844
El Salvador,6486201,1.06684945471163
Sao Tome and Principe,219161,1.05036936316224
Singapore,5850343,1.04515239533819
Gabon,2225728,1.03673943985968
Philippines,109581085,0.946750983529685
Cuba,11326616,0.942090735661913
Asia,4639847425,0.834133613779337
Trinidad and Tobago,1399491,0.773424052030345
Venezuela,28435943,0.695187073627205
Indonesia,273523621,0.609953902299356
Equatorial Guinea,1402985,0.548402156829902
Sri Lanka,21413250,0.505042438676987
Lesotho,2142252,0.500921460220366
Zambia,18383956,0.498184395132364
Japan,126476458,0.469069113241612
Bangladesh,164689383,0.460947746704473
Afghanistan,38928341,0.460422908851934
Comoros,869595,0.440894899349697
Mauritania,4649660,0.39577087356925
Pakistan,220892331,0.373720081753314
Africa,1340598113,0.340837493033231
Ghana,31072945,0.297886151441391
Kenya,53771300,0.296288168595515
Algeria,43851043,0.278460879482388
Cameroon,26545864,0.272170459398119
Uzbekistan,33469199,0.271318115500762
Myanmar,54409794,0.262483993231072
Zimbabwe,14862927,0.257398828642568
Gambia,2416664,0.244055441716349
Dominica,71991,0.241696878776514
Senegal,16743930,0.240947017814814
South Korea,51269183,0.239194371402408
Ethiopia,114963583,0.223933521626583
Mozambique,31255435,0.223695494879531
Egypt,102334403,0.222361193625178
Rwanda,12952209,0.193912868453559
Congo,5518092,0.193508915762912
Guinea-Bissau,1967998,0.189735965178826
Malawi,19129955,0.178139467656876
Cote d'Ivoire,26378275,0.174522405274795
Timor,1318442,0.172627995770766
Guinea,13132792,0.169156718540886
Togo,8278737,0.156630171969468
Grenada,112519,0.14219820652512
Tajikistan,9537642,0.139531343281704
Bhutan,771612,0.139189126141118
Madagascar,27691019,0.13366788705031
Central African Republic,4829764,0.13273940507238
Syria,17500657,0.129897980401536
Papua New Guinea,8947027,0.12291233724901
Australia,25499881,0.116906427916271
Haiti,11402533,0.114500874498675
Nicaragua,6624554,0.104127764676686
Eritrea,3546427,0.103512633983443
Oceania,42677809,0.102090526718464
Mauritius,1271767,0.0950645833710106
South Sudan,11193729,0.0945440076314158
Thailand,69799978,0.093336705636211
Uganda,45741000,0.0915283880982051
Somalia,15893219,0.0875530627244235
Saint Kitts and Nevis,53192,0.0827192058956234
Angola,32866268,0.081092261524795
Cambodia,16718971,0.0801604357110255
Nigeria,206139587,0.0800962116995024
Sudan,43849269,0.0774106405285798
Mali,20250834,0.0684317495269578
Benin,12123198,0.0645126805649796
Burkina Faso,20903278,0.0636742237270155
New Zealand,4822233,0.0541865148365913
Brunei,437483,0.051201989563023
Sierra Leone,7976985,0.0508212062577528
Liberia,5057677,0.041501266292806
Burundi,11890781,0.0335974567187807
Democratic Republic of Congo,89561404,0.033332438602682
Chad,16425859,0.0293257113676673
Niger,24206636,0.0215973834612955
Yemen,29825968,0.0211795305352705
Fiji,896444,0.0130515681961171
Laos,7275556,0.0104047030907329
China,1439323774,0.00708290947746132
Marshall Islands,59194,0.0067574416325979
Taiwan,23816775,0.00473195888192251
Vietnam,97338583,0.00300805693873723
Solomon Islands,686878,0.00291172522631384
Samoa,198410,0.00151202056347966
Vanuatu,307150,0.00130229529545825
Micronesia (country),115021,0.000869406456212344
Tanzania,59734213,0.000852107987092757
Jersey,101073,NULL
Curacao,164100,NULL
Cayman Islands,65720,NULL
Macao,649342,NULL
Northern Cyprus,NULL,NULL
Guernsey,67052,NULL
Falkland Islands,3483,NULL
Aruba,106766,NULL
Hong Kong,7496988,NULL
Isle of Man,85032,NULL
Tonga,105697,NULL
Faeroe Islands,48865,NULL
Nauru,10834,NULL
Turks and Caicos Islands,38718,NULL
Anguilla,15002,NULL
Saint Helena,6071,NULL
International,NULL,NULL
Gibraltar,33691,NULL
Montserrat,4999,NULL
Greenland,56772,NULL
Bermuda,62273,NULL
